Data;Cambio
09/08/2018;3.802
10/08/2018;3.847
13/08/2018;3.898
14/08/2018;3.881
15/08/2018;3.913
16/08/2018;3.88
17/08/2018;3.938
20/08/2018;3.942
21/08/2018;3.987
22/08/2018;4.073
23/08/2018;4.072
24/08/2018;4.085
27/08/2018;4.068
28/08/2018;4.119
29/08/2018;4.135
30/08/2018;4.181
31/08/2018;4.135
03/09/2018;4.127
04/09/2018;4.165
05/09/2018;4.16
06/09/2018;4.145
10/09/2018;4.1
11/09/2018;4.164
12/09/2018;4.125
13/09/2018;4.163
14/09/2018;4.187
17/09/2018;4.169
18/09/2018;4.136
19/09/2018;4.135
20/09/2018;4.099
21/09/2018;4.072
24/09/2018;4.059
25/09/2018;4.128
26/09/2018;4.056
27/09/2018;4.009
28/09/2018;4.003
01/10/2018;4.027
02/10/2018;3.95
03/10/2018;3.854
04/10/2018;3.904
05/10/2018;3.869
08/10/2018;3.758
09/10/2018;3.739
10/10/2018;3.75
11/10/2018;3.745
15/10/2018;3.733
16/10/2018;3.707
17/10/2018;3.7
18/10/2018;3.696
19/10/2018;3.707
22/10/2018;3.69
23/10/2018;3.707
24/10/2018;3.705
25/10/2018;3.701
26/10/2018;3.675
29/10/2018;3.636
30/10/2018;3.701
31/10/2018;3.717
01/11/2018;3.697
05/11/2018;3.704
06/11/2018;3.749
07/11/2018;3.759
08/11/2018;3.739
09/11/2018;3.75
12/11/2018;3.747
13/11/2018;3.779
14/11/2018;3.792
16/11/2018;3.752
19/11/2018;3.755
20/11/2018;3.757
21/11/2018;3.787
22/11/2018;3.81
23/11/2018;3.808
26/11/2018;3.865
27/11/2018;3.892
28/11/2018;3.863
29/11/2018;3.856
30/11/2018;3.863
03/12/2018;3.828
04/12/2018;3.831
05/12/2018;3.856
06/12/2018;3.917
07/12/2018;3.896
10/12/2018;3.91
11/12/2018;3.901
12/12/2018;3.862
13/12/2018;3.878
14/12/2018;3.908
17/12/2018;3.912
18/12/2018;3.899
19/12/2018;3.89
20/12/2018;3.844
21/12/2018;3.867
24/12/2018;3.884
26/12/2018;3.925
27/12/2018;3.932
28/12/2018;3.874
31/12/2018;3.874
02/01/2019;3.859
03/01/2019;3.768
04/01/2019;3.762
07/01/2019;3.706
08/01/2019;3.72
09/01/2019;3.693
10/01/2019;3.686
11/01/2019;3.714
14/01/2019;3.726
15/01/2019;3.704
16/01/2019;3.719
17/01/2019;3.759
18/01/2019;3.748
21/01/2019;3.77
22/01/2019;3.761
23/01/2019;3.799
24/01/2019;3.781
25/01/2019;3.761
28/01/2019;3.767
29/01/2019;3.736
30/01/2019;3.715
31/01/2019;3.651
01/02/2019;3.669
04/02/2019;3.675
05/02/2019;3.674
06/02/2019;3.701
07/02/2019;3.719
08/02/2019;3.718
11/02/2019;3.739
12/02/2019;3.729
13/02/2019;3.727
14/02/2019;3.775
15/02/2019;3.715
18/02/2019;3.731
19/02/2019;3.72
20/02/2019;3.709
21/02/2019;3.759
22/02/2019;3.742
25/02/2019;3.728
26/02/2019;3.759
27/02/2019;3.735
28/02/2019;3.738
01/03/2019;3.783
06/03/2019;3.83
07/03/2019;3.848
08/03/2019;3.867
11/03/2019;3.846
12/03/2019;3.812
13/03/2019;3.826
14/03/2019;3.832
15/03/2019;3.834
18/03/2019;3.811
19/03/2019;3.776
20/03/2019;3.789
21/03/2019;3.796
22/03/2019;3.881
25/03/2019;3.876
26/03/2019;3.864
27/03/2019;3.938
28/03/2019;3.968
29/03/2019;3.896
01/04/2019;3.868
02/04/2019;3.866
03/04/2019;3.843
04/04/2019;3.871
05/04/2019;3.862
08/04/2019;3.865
09/04/2019;3.856
10/04/2019;3.834
11/04/2019;3.839
12/04/2019;3.868
15/04/2019;3.872
16/04/2019;3.891
17/04/2019;3.922
18/04/2019;3.936
22/04/2019;3.922
23/04/2019;3.943
24/04/2019;3.962
25/04/2019;3.972
26/04/2019;3.935
29/04/2019;3.936
30/04/2019;3.945
02/05/2019;3.964
03/05/2019;3.938
06/05/2019;3.962
07/05/2019;3.987
08/05/2019;3.934
09/05/2019;3.967
10/05/2019;3.957
13/05/2019;3.988
14/05/2019;3.978
15/05/2019;4.003
16/05/2019;4.013
17/05/2019;4.084
20/05/2019;4.105
21/05/2019;4.08
22/05/2019;4.022
23/05/2019;4.051
24/05/2019;4.032
27/05/2019;4.02
28/05/2019;4.027
29/05/2019;3.996
30/05/2019;3.971
31/05/2019;3.94
03/06/2019;3.9
04/06/2019;3.87
05/06/2019;3.861
06/06/2019;3.872
07/06/2019;3.857
10/06/2019;3.878
11/06/2019;3.866
12/06/2019;3.843
13/06/2019;3.842
14/06/2019;3.881
17/06/2019;3.889
18/06/2019;3.86
19/06/2019;3.872
21/06/2019;3.825
24/06/2019;3.823
25/06/2019;3.83
26/06/2019;3.844
27/06/2019;3.864
28/06/2019;3.832
01/07/2019;3.819
02/07/2019;3.856
03/07/2019;3.847
04/07/2019;3.793
05/07/2019;3.82
08/07/2019;3.806
09/07/2019;3.785
10/07/2019;3.769
11/07/2019;3.753
12/07/2019;3.745
15/07/2019;3.746
16/07/2019;3.762
17/07/2019;3.761
18/07/2019;3.748
19/07/2019;3.74
22/07/2019;3.739
23/07/2019;3.762
24/07/2019;3.759
25/07/2019;3.784
26/07/2019;3.774
29/07/2019;3.79
30/07/2019;3.789
31/07/2019;3.764
01/08/2019;3.829
02/08/2019;3.873
05/08/2019;3.94
06/08/2019;3.964
07/08/2019;3.984
08/08/2019;3.94
09/08/2019;3.936
12/08/2019;3.996
13/08/2019;3.973
14/08/2019;4.007
15/08/2019;4.018
16/08/2019;3.993
19/08/2019;4.027
20/08/2019;4.042
21/08/2019;4.025
22/08/2019;4.044
23/08/2019;4.085
26/08/2019;4.136
27/08/2019;4.155
28/08/2019;4.155
29/08/2019;4.167
30/08/2019;4.138
02/09/2019;4.158
03/09/2019;4.165
04/09/2019;4.124
05/09/2019;4.085
06/09/2019;4.064
09/09/2019;4.076
10/09/2019;4.11
11/09/2019;4.063
12/09/2019;4.049
13/09/2019;4.061
16/09/2019;4.087
17/09/2019;4.099
18/09/2019;4.097
19/09/2019;4.139
20/09/2019;4.168
23/09/2019;4.173
24/09/2019;4.172
25/09/2019;4.182
26/09/2019;4.146
27/09/2019;4.158
30/09/2019;4.164
01/10/2019;4.173
02/10/2019;4.154
03/10/2019;4.101
04/10/2019;4.06
07/10/2019;4.068
08/10/2019;4.086
09/10/2019;4.095
10/10/2019;4.114
11/10/2019;4.105
14/10/2019;4.126
15/10/2019;4.148
16/10/2019;4.171
17/10/2019;4.145
18/10/2019;4.137
21/10/2019;4.131
22/10/2019;4.085
23/10/2019;4.072
24/10/2019;4.008
25/10/2019;4.013
28/10/2019;3.979
29/10/2019;3.994
30/10/2019;4.018
31/10/2019;4.004
01/11/2019;3.978
04/11/2019;3.992
05/11/2019;4.004
06/11/2019;4.035
07/11/2019;4.092
08/11/2019;4.136
11/11/2019;4.155
12/11/2019;4.175
13/11/2019;4.176
14/11/2019;4.183
18/11/2019;4.182
19/11/2019;4.208
20/11/2019;4.203
21/11/2019;4.201
22/11/2019;4.183
25/11/2019;4.208
26/11/2019;4.255
27/11/2019;4.26
28/11/2019;4.247
29/11/2019;4.223
02/12/2019;4.226
03/12/2019;4.2
04/12/2019;4.192
05/12/2019;4.213
06/12/2019;4.178
09/12/2019;4.15
10/12/2019;4.142
11/12/2019;4.115
12/12/2019;4.109
13/12/2019;4.094
16/12/2019;4.08
17/12/2019;4.068
18/12/2019;4.054
19/12/2019;4.063
20/12/2019;4.077
23/12/2019;4.075
24/12/2019;4.079
26/12/2019;4.06
27/12/2019;4.054
30/12/2019;4.03
31/12/2019;4.03
02/01/2020;4.021
03/01/2020;4.052
06/01/2020;4.055
07/01/2020;4.084
08/01/2020;4.067
09/01/2020;4.074
10/01/2020;4.074
13/01/2020;4.13
14/01/2020;4.144
15/01/2020;4.162
16/01/2020;4.172
17/01/2020;4.183
20/01/2020;4.182
21/01/2020;4.201
22/01/2020;4.188
23/01/2020;4.166
24/01/2020;4.176
27/01/2020;4.219
28/01/2020;4.206
29/01/2020;4.201
30/01/2020;4.252
31/01/2020;4.269
03/02/2020;4.247
04/02/2020;4.238
05/02/2020;4.244
06/02/2020;4.247
07/02/2020;4.307
10/02/2020;4.319
11/02/2020;4.314
12/02/2020;4.336
13/02/2020;4.338
14/02/2020;4.316
17/02/2020;4.315
18/02/2020;4.347
19/02/2020;4.372
20/02/2020;4.387
21/02/2020;4.392
26/02/2020;4.435
27/02/2020;4.476
28/02/2020;4.498
02/03/2020;4.494
03/03/2020;4.488
04/03/2020;4.525
05/03/2020;4.62
06/03/2020;4.645
09/03/2020;4.737
10/03/2020;4.669
11/03/2020;4.673
12/03/2020;4.883
13/03/2020;4.736
16/03/2020;4.946
17/03/2020;5.049
18/03/2020;5.11
19/03/2020;5.144
20/03/2020;5.024
23/03/2020;5.08
24/03/2020;5.071
25/03/2020;5.07
26/03/2020;5
27/03/2020;5.11
30/03/2020;5.159
31/03/2020;5.198
01/04/2020;5.24
02/04/2020;5.265
03/04/2020;5.299
06/04/2020;5.247
07/04/2020;5.221
08/04/2020;5.212
09/04/2020;5.077
13/04/2020;5.182
14/04/2020;5.185
15/04/2020;5.257
16/04/2020;5.237
17/04/2020;5.257
20/04/2020;5.283
22/04/2020;5.384
23/04/2020;5.446
24/04/2020;5.65
27/04/2020;5.635
28/04/2020;5.568
29/04/2020;5.429
30/04/2020;5.426
04/05/2020;5.581
05/05/2020;5.535
06/05/2020;5.667
07/05/2020;5.836
08/05/2020;5.765
11/05/2020;5.795
12/05/2020;5.772
13/05/2020;5.902
14/05/2020;5.937
15/05/2020;5.822
18/05/2020;5.737
19/05/2020;5.721
20/05/2020;5.696
21/05/2020;5.601
22/05/2020;5.58
25/05/2020;5.477
26/05/2020;5.37
27/05/2020;5.299
28/05/2020;5.34
29/05/2020;5.426
01/06/2020;5.363
02/06/2020;5.26
03/06/2020;5.051
04/06/2020;5.104
05/06/2020;4.977
08/06/2020;4.933
09/06/2020;4.905
10/06/2020;4.889
12/06/2020;5.037
15/06/2020;5.188
16/06/2020;5.128
17/06/2020;5.249
18/06/2020;5.346
19/06/2020;5.346
22/06/2020;5.222
23/06/2020;5.17
24/06/2020;5.243
25/06/2020;5.328
26/06/2020;5.462
29/06/2020;5.441
30/06/2020;5.475
01/07/2020;5.365
02/07/2020;5.302
03/07/2020;5.337
06/07/2020;5.308
07/07/2020;5.331
08/07/2020;5.348
09/07/2020;5.297
10/07/2020;5.343
13/07/2020;5.348
14/07/2020;5.428
15/07/2020;5.349
16/07/2020;5.355
17/07/2020;5.35
20/07/2020;5.363
21/07/2020;5.228
22/07/2020;5.111
23/07/2020;5.164
24/07/2020;5.214
27/07/2020;5.188
28/07/2020;5.177
29/07/2020;5.139
30/07/2020;5.183
31/07/2020;5.203
03/08/2020;5.307
04/08/2020;5.332
05/08/2020;5.275
06/08/2020;5.343
07/08/2020;5.422
10/08/2020;5.393
11/08/2020;5.428
12/08/2020;5.455
13/08/2020;5.38
14/08/2020;5.385
17/08/2020;5.449
18/08/2020;5.465
19/08/2020;5.49
20/08/2020;5.65
21/08/2020;5.606
24/08/2020;5.595
25/08/2020;5.599
26/08/2020;5.567
27/08/2020;5.595
28/08/2020;5.467
31/08/2020;5.471
01/09/2020;5.373
02/09/2020;5.374
03/09/2020;5.307
04/09/2020;5.284
08/09/2020;5.369
09/09/2020;5.302
10/09/2020;5.293
11/09/2020;5.285
14/09/2020;5.298
15/09/2020;5.272
16/09/2020;5.253
17/09/2020;5.259
18/09/2020;5.288
21/09/2020;5.443
22/09/2020;5.432
23/09/2020;5.531
24/09/2020;5.571
25/09/2020;5.566
28/09/2020;5.585
29/09/2020;5.652
30/09/2020;5.64
01/10/2020;5.644
02/10/2020;5.646
05/10/2020;5.629
06/10/2020;5.52
07/10/2020;5.601
08/10/2020;5.619
09/10/2020;5.539
13/10/2020;5.585
14/10/2020;5.567
15/10/2020;5.617
16/10/2020;5.622
19/10/2020;5.602
20/10/2020;5.582
21/10/2020;5.6
22/10/2020;5.581
23/10/2020;5.611
26/10/2020;5.632
27/10/2020;5.648
28/10/2020;5.732
29/10/2020;5.78
30/10/2020;5.771
03/11/2020;5.689
04/11/2020;5.693
05/11/2020;5.562
06/11/2020;5.531
09/11/2020;5.282
10/11/2020;5.369
11/11/2020;5.401
12/11/2020;5.409
13/11/2020;5.485
16/11/2020;5.419
17/11/2020;5.396
18/11/2020;5.293
19/11/2020;5.332
20/11/2020;5.35
23/11/2020;5.382
24/11/2020;5.403
25/11/2020;5.35
26/11/2020;5.32
27/11/2020;5.349
30/11/2020;5.331
01/12/2020;5.278
02/12/2020;5.226
03/12/2020;5.162
04/12/2020;5.17
07/12/2020;5.101
08/12/2020;5.091
09/12/2020;5.11
10/12/2020;5.085
11/12/2020;5.069
14/12/2020;5.057
15/12/2020;5.096
16/12/2020;5.105
17/12/2020;5.061
18/12/2020;5.098
21/12/2020;5.157
22/12/2020;5.147
23/12/2020;5.173
24/12/2020;5.179
28/12/2020;5.238
29/12/2020;5.194
30/12/2020;5.196
31/12/2020;5.196
04/01/2021;5.162
05/01/2021;5.326
06/01/2021;5.318
07/01/2021;5.343
08/01/2021;5.368
11/01/2021;5.496
12/01/2021;5.463
13/01/2021;5.306
14/01/2021;5.261
15/01/2021;5.271
18/01/2021;5.278
19/01/2021;5.294
20/01/2021;5.303
21/01/2021;5.316
22/01/2021;5.43
25/01/2021;5.507
26/01/2021;5.386
27/01/2021;5.382
28/01/2021;5.428
29/01/2021;5.475
01/02/2021;5.46
02/02/2021;5.387
03/02/2021;5.342
04/02/2021;5.39
05/02/2021;5.388
08/02/2021;5.366
09/02/2021;5.421
10/02/2021;5.402
11/02/2021;5.362
12/02/2021;5.381
17/02/2021;5.413
18/02/2021;5.423
19/02/2021;5.392
22/02/2021;5.504
23/02/2021;5.448
24/02/2021;5.418
25/02/2021;5.459
26/02/2021;5.53
01/03/2021;5.583
02/03/2021;5.684
03/03/2021;5.734
04/03/2021;5.6
05/03/2021;5.686
08/03/2021;5.734
09/03/2021;5.839
10/03/2021;5.744
11/03/2021;5.588
12/03/2021;5.563
15/03/2021;5.629
16/03/2021;5.585
17/03/2021;5.657
18/03/2021;5.547
19/03/2021;5.508
22/03/2021;5.526
23/03/2021;5.495
24/03/2021;5.532
25/03/2021;5.658
26/03/2021;5.704
29/03/2021;5.792
30/03/2021;5.764
31/03/2021;5.697
01/04/2021;5.684
05/04/2021;5.657
06/04/2021;5.626
07/04/2021;5.586
08/04/2021;5.581
09/04/2021;5.644
12/04/2021;5.658
13/04/2021;5.706
14/04/2021;5.693
15/04/2021;5.623
16/04/2021;5.632
19/04/2021;5.574
20/04/2021;5.526
22/04/2021;5.496
23/04/2021;5.478
26/04/2021;5.456
27/04/2021;5.442
28/04/2021;5.4
29/04/2021;5.366
30/04/2021;5.403
03/05/2021;5.408
04/05/2021;5.45
05/05/2021;5.387
06/05/2021;5.289
07/05/2021;5.221
10/05/2021;5.222
11/05/2021;5.24
12/05/2021;5.235
13/05/2021;5.281
14/05/2021;5.27
17/05/2021;5.275
18/05/2021;5.258
19/05/2021;5.282
20/05/2021;5.29
21/05/2021;5.302
24/05/2021;5.319
25/05/2021;5.314
26/05/2021;5.316
27/05/2021;5.283
28/05/2021;5.227
31/05/2021;5.232
01/06/2021;5.163
02/06/2021;5.114
04/06/2021;5.066
07/06/2021;5.049
08/06/2021;5.048
09/06/2021;5.053
10/06/2021;5.063
11/06/2021;5.118
14/06/2021;5.07
15/06/2021;5.087
16/06/2021;5.02
17/06/2021;5.035
18/06/2021;5.031
21/06/2021;5.037
22/06/2021;5.017
23/06/2021;4.951
24/06/2021;4.927
25/06/2021;4.92
28/06/2021;4.941
29/06/2021;4.944
30/06/2021;5.002
01/07/2021;5.005
02/07/2021;5.029
05/07/2021;5.074
06/07/2021;5.164
07/07/2021;5.232
08/07/2021;5.258
09/07/2021;5.237
12/07/2021;5.223
13/07/2021;5.176
14/07/2021;5.087
15/07/2021;5.099
16/07/2021;5.094
19/07/2021;5.197
20/07/2021;5.246
21/07/2021;5.251
22/07/2021;5.197
23/07/2021;5.17
26/07/2021;5.186
27/07/2021;5.166
28/07/2021;5.152
29/07/2021;5.068
30/07/2021;5.121
02/08/2021;5.137
03/08/2021;5.246
04/08/2021;5.209
05/08/2021;5.146
06/08/2021;5.24
09/08/2021;5.277
10/08/2021;5.221
11/08/2021;5.201
12/08/2021;5.235
13/08/2021;5.247
16/08/2021;5.249
17/08/2021;5.258
18/08/2021;5.302
19/08/2021;5.417
20/08/2021;5.427
23/08/2021;5.368
24/08/2021;5.301
25/08/2021;5.246
26/08/2021;5.242
27/08/2021;5.219
30/08/2021;5.195
31/08/2021;5.143
01/09/2021;5.157
02/09/2021;5.173
03/09/2021;5.168
06/09/2021;5.177
08/09/2021;5.252
09/09/2021;5.282
10/09/2021;5.215
13/09/2021;5.218
14/09/2021;5.225
15/09/2021;5.257
16/09/2021;5.259
17/09/2021;5.31
20/09/2021;5.333
21/09/2021;5.304
22/09/2021;5.278
23/09/2021;5.289
24/09/2021;5.343
27/09/2021;5.347
28/09/2021;5.42
29/09/2021;5.417
30/09/2021;5.439
01/10/2021;5.391
04/10/2021;5.42
05/10/2021;5.461
06/10/2021;5.509
07/10/2021;5.513
08/10/2021;5.508
11/10/2021;5.516
13/10/2021;5.546
14/10/2021;5.498
15/10/2021;5.45
18/10/2021;5.519
19/10/2021;5.552
20/10/2021;5.557
21/10/2021;5.642
22/10/2021;5.711
25/10/2021;5.597
26/10/2021;5.579
27/10/2021;5.566
28/10/2021;5.612
29/10/2021;5.642
01/11/2021;5.669
03/11/2021;5.667
04/11/2021;5.594
05/11/2021;5.545
08/11/2021;5.562
09/11/2021;5.495
10/11/2021;5.458
11/11/2021;5.417
12/11/2021;5.419
16/11/2021;5.477
17/11/2021;5.499
18/11/2021;5.546
19/11/2021;5.558
22/11/2021;5.584
23/11/2021;5.645
24/11/2021;5.602
25/11/2021;5.573
26/11/2021;5.586
29/11/2021;5.611
30/11/2021;5.619
01/12/2021;5.616
02/12/2021;5.634
03/12/2021;5.643
06/12/2021;5.687
07/12/2021;5.641
08/12/2021;5.577
09/12/2021;5.556
10/12/2021;5.593
13/12/2021;5.635
14/12/2021;5.646
15/12/2021;5.712
16/12/2021;5.696
17/12/2021;5.695
20/12/2021;5.705
21/12/2021;5.737
22/12/2021;5.72
23/12/2021;5.69
24/12/2021;5.654
27/12/2021;5.664
28/12/2021;5.643
29/12/2021;5.661
30/12/2021;5.58
31/12/2021;5.58
03/01/2022;5.63
04/01/2022;5.677
05/01/2022;5.662
06/01/2022;5.704
07/01/2022;5.675
10/01/2022;5.673
11/01/2022;5.635
12/01/2022;5.561
13/01/2022;5.524
14/01/2022;5.534
17/01/2022;5.505
18/01/2022;5.521
19/01/2022;5.497
20/01/2022;5.416
21/01/2022;5.44
24/01/2022;5.49
25/01/2022;5.497
26/01/2022;5.432
27/01/2022;5.381
28/01/2022;5.395
31/01/2022;5.357
01/02/2022;5.28
02/02/2022;5.295
03/02/2022;5.302
04/02/2022;5.328
07/02/2022;5.291
08/02/2022;5.269
09/02/2022;5.273
10/02/2022;5.21
11/02/2022;5.198
14/02/2022;5.21
15/02/2022;5.188
16/02/2022;5.162
17/02/2022;5.156
18/02/2022;5.133
21/02/2022;5.099
22/02/2022;5.061
23/02/2022;5.014
24/02/2022;5.117
25/02/2022;5.139
02/03/2022;5.134
03/03/2022;5.047
04/03/2022;5.075
07/03/2022;5.057
08/03/2022;5.09
09/03/2022;5.009
10/03/2022;5.051
11/03/2022;5.025
14/03/2022;5.064
15/03/2022;5.131
16/03/2022;5.128
17/03/2022;5.076
18/03/2022;5.041
21/03/2022;4.966
22/03/2022;4.92
23/03/2022;4.87
24/03/2022;4.806
25/03/2022;4.778
28/03/2022;4.79
29/03/2022;4.748
30/03/2022;4.749
31/03/2022;4.737
01/04/2022;4.698
04/04/2022;4.617
05/04/2022;4.639
06/04/2022;4.696
07/04/2022;4.742
08/04/2022;4.751
11/04/2022;4.702
12/04/2022;4.648
13/04/2022;4.681
14/04/2022;4.715
18/04/2022;4.674
19/04/2022;4.666
20/04/2022;4.639
22/04/2022;4.732
25/04/2022;4.881
26/04/2022;4.966
27/04/2022;5.016
28/04/2022;5.01
29/04/2022;4.919
02/05/2022;5.026
03/05/2022;5.016
04/05/2022;5.009
05/05/2022;5.005
06/05/2022;5.074
09/05/2022;5.133
10/05/2022;5.138
11/05/2022;5.124
12/05/2022;5.148
13/05/2022;5.107
16/05/2022;5.066
17/05/2022;4.967
18/05/2022;4.959
19/05/2022;4.919
20/05/2022;4.877
23/05/2022;4.797
24/05/2022;4.81
25/05/2022;4.835
26/05/2022;4.796
27/05/2022;4.743
30/05/2022;4.721
31/05/2022;4.728
01/06/2022;4.776
02/06/2022;4.787
03/06/2022;4.795
06/06/2022;4.783
07/06/2022;4.89
08/06/2022;4.871
09/06/2022;4.895
10/06/2022;4.983
13/06/2022;5.103
14/06/2022;5.12
15/06/2022;5.111
17/06/2022;5.131
20/06/2022;5.164
21/06/2022;5.146
22/06/2022;5.15
23/06/2022;5.183
24/06/2022;5.233
27/06/2022;5.221
28/06/2022;5.217
29/06/2022;5.226
30/06/2022;5.237
01/07/2022;5.314
04/07/2022;5.303
05/07/2022;5.389
06/07/2022;5.432
07/07/2022;5.363
08/07/2022;5.308
11/07/2022;5.347
12/07/2022;5.411
13/07/2022;5.399
14/07/2022;5.456
15/07/2022;5.401
18/07/2022;5.367
19/07/2022;5.39
20/07/2022;5.428
21/07/2022;5.474
22/07/2022;5.452
25/07/2022;5.414
26/07/2022;5.36
27/07/2022;5.307
28/07/2022;5.214
29/07/2022;5.188
01/08/2022;5.16
02/08/2022;5.232
03/08/2022;5.284
04/08/2022;5.24
05/08/2022;5.216
08/08/2022;5.124
09/08/2022;5.122
10/08/2022;5.049
11/08/2022;5.112
12/08/2022;5.102
15/08/2022;5.092
16/08/2022;5.133
17/08/2022;5.178
18/08/2022;5.177
19/08/2022;5.196
22/08/2022;5.17
23/08/2022;5.102
24/08/2022;5.104
25/08/2022;5.117
26/08/2022;5.09
29/08/2022;5.042
30/08/2022;5.061
31/08/2022;5.178
01/09/2022;5.2
02/09/2022;5.187
05/09/2022;5.168
06/09/2022;5.222
08/09/2022;5.215
09/09/2022;5.163
12/09/2022;5.118
13/09/2022;5.179
14/09/2022;5.177
15/09/2022;5.221
16/09/2022;5.288
19/09/2022;5.236
20/09/2022;5.17
21/09/2022;5.169
22/09/2022;5.167
23/09/2022;5.225
26/09/2022;5.354
27/09/2022;5.35
28/09/2022;5.359
29/09/2022;5.391
30/09/2022;5.406
03/10/2022;5.2
04/10/2022;5.141
05/10/2022;5.214
06/10/2022;5.2
07/10/2022;5.222
10/10/2022;5.194
11/10/2022;5.206
13/10/2022;5.301
14/10/2022;5.282
17/10/2022;5.271
18/10/2022;5.269
19/10/2022;5.28
20/10/2022;5.217
21/10/2022;5.191
24/10/2022;5.274
25/10/2022;5.309
26/10/2022;5.324
27/10/2022;5.3
28/10/2022;5.345
31/10/2022;5.256
01/11/2022;5.149
03/11/2022;5.134
04/11/2022;5.035
07/11/2022;5.088
08/11/2022;5.174
09/11/2022;5.162
10/11/2022;5.306
11/11/2022;5.305
14/11/2022;5.301
16/11/2022;5.32
17/11/2022;5.465
18/11/2022;5.347
21/11/2022;5.325
22/11/2022;5.333
23/11/2022;5.392
24/11/2022;5.314
25/11/2022;5.35
28/11/2022;5.379
29/11/2022;5.307
30/11/2022;5.294
01/12/2022;5.194
02/12/2022;5.197
05/12/2022;5.246
06/12/2022;5.239
07/12/2022;5.22
08/12/2022;5.209
09/12/2022;5.239
12/12/2022;5.306
13/12/2022;5.266
14/12/2022;5.34
15/12/2022;5.318
16/12/2022;5.28
19/12/2022;5.315
20/12/2022;5.242
21/12/2022;5.203
22/12/2022;5.187
23/12/2022;5.144
26/12/2022;5.187
27/12/2022;5.283
28/12/2022;5.273
29/12/2022;5.217
30/12/2022;5.217
02/01/2023;5.343
03/01/2023;5.375
04/01/2023;5.445
05/01/2023;5.402
06/01/2023;5.285
09/01/2023;5.296
10/01/2023;5.239
11/01/2023;5.201
12/01/2023;5.139
13/01/2023;5.114
16/01/2023;5.111
17/01/2023;5.12
18/01/2023;5.09
19/01/2023;5.214
20/01/2023;5.198
23/01/2023;5.192
24/01/2023;5.169
25/01/2023;5.104
26/01/2023;5.095
27/01/2023;5.076
30/01/2023;5.095
31/01/2023;5.099
01/02/2023;5.072
02/02/2023;4.99
03/02/2023;5.102
06/02/2023;5.176
07/02/2023;5.169
08/02/2023;5.203
09/02/2023;5.231
10/02/2023;5.252
13/02/2023;5.183
14/02/2023;5.15
15/02/2023;5.224
16/02/2023;5.243
17/02/2023;5.201
22/02/2023;5.172
23/02/2023;5.132
24/02/2023;5.179
27/02/2023;5.195
28/02/2023;5.207
01/03/2023;5.206
02/03/2023;5.207
03/03/2023;5.203
06/03/2023;5.196
07/03/2023;5.19
08/03/2023;5.138
09/03/2023;5.135
10/03/2023;5.182
13/03/2023;5.239
14/03/2023;5.236
15/03/2023;5.298
16/03/2023;5.289
17/03/2023;5.267
20/03/2023;5.246
21/03/2023;5.244
22/03/2023;5.264
23/03/2023;5.263
24/03/2023;5.292
27/03/2023;5.23
28/03/2023;5.173
29/03/2023;5.149
30/03/2023;5.125
31/03/2023;5.08
03/04/2023;5.063
04/04/2023;5.076
05/04/2023;5.044
06/04/2023;5.068
10/04/2023;5.083
11/04/2023;5.012
12/04/2023;4.949
13/04/2023;4.909
14/04/2023;4.945
17/04/2023;4.942
18/04/2023;4.967
19/04/2023;5.046
20/04/2023;5.049
24/04/2023;5.059
25/04/2023;5.061
26/04/2023;5.058
27/04/2023;5.014
28/04/2023;5
02/05/2023;5.033
03/05/2023;5.022
04/05/2023;5.01
05/05/2023;4.969
08/05/2023;4.969
09/05/2023;5
10/05/2023;4.954
11/05/2023;4.969
12/05/2023;4.923
15/05/2023;4.91
16/05/2023;4.912
17/05/2023;4.951
18/05/2023;4.964
19/05/2023;4.985
22/05/2023;4.967
23/05/2023;4.967
24/05/2023;4.947
25/05/2023;4.998
26/05/2023;5.011
29/05/2023;4.995
30/05/2023;5.059
31/05/2023;5.095
01/06/2023;5.034
02/06/2023;4.955
05/06/2023;4.923
06/06/2023;4.929
07/06/2023;4.911
09/06/2023;4.892
12/06/2023;4.883
13/06/2023;4.853
14/06/2023;4.846
15/06/2023;4.822
16/06/2023;4.828
19/06/2023;4.78
20/06/2023;4.792
21/06/2023;4.779
22/06/2023;4.774
23/06/2023;4.779
26/06/2023;4.769
27/06/2023;4.79
28/06/2023;4.856
29/06/2023;4.858
30/06/2023;4.819
